"","FIPS","State","County","2010_Census_Population","Population_Estimate_2011","Population_Estimate_2012","Population_Estimate_2013","Population_Estimate_2014","Population_Estimate_2015","Population_Estimate_2016","Population_Estimate_2017","Population_Estimate_2018"
"324",12007," FL","Bradford County",28520,28432,27049,26803,26553,26743,26736,27133,27732
"325",12009," FL","Brevard County",543376,544319,546978,550290,555598,565992,577338,588265,596849
"326",12011," FL","Broward County",1748066,1786955,1814489,1837055,1861602,1885443,1912977,1934471,1951260
"327",12013," FL","Calhoun County",14625,14715,14663,14577,14451,14411,14334,14437,14587
"328",12015," FL","Charlotte County",159978,159851,162749,164694,168075,172437,177722,181537,184998
"329",12017," FL","Citrus County",141236,139756,139175,138830,138833,140311,142850,145512,147929
"330",12019," FL","Clay County",190865,192278,193836,195645,198572,202386,207247,212177,216072
"331",12021," FL","Collier County",321520,327632,332277,339065,347326,356107,365345,372345,378488
"332",12023," FL","Columbia County",67531,67309,67879,67415,67784,68197,69217,69825,70503
"333",12027," FL","DeSoto County",34862,34841,35006,34905,35344,35650,36261,37252,37489
"334",12029," FL","Dixie County",16422,16405,16154,16083,16038,16352,16461,16636,16700
"335",12031," FL","Duval County",864263,872297,880095,885975,896743,910584,925996,937642,950181
"336",12033," FL","Escambia County",297619,299357,303397,306677,307951,309332,311537,313258,315534
"337",12035," FL","Flagler County",95696,97465,98447,99816,101922,104420,107351,109937,112067
"338",12037," FL","Franklin County",11549,11469,11608,11521,11658,11706,11830,11752,11736
"339",12039," FL","Gadsden County",46389,47366,46581,46090,46119,46051,46051,45972,45894
"340",12041," FL","Gilchrist County",16939,16990,16892,16953,16987,17369,17598,17865,18256
"341",12043," FL","Glades County",12884,12836,12670,12672,12952,13111,13420,13608,13724
"342",12045," FL","Gulf County",15863,15758,15767,15881,16000,15928,16061,16122,16164
"343",12047," FL","Hamilton County",14799,14592,14720,14339,14070,14267,14309,14389,14310
"344",12049," FL","Hardee County",27731,27682,27444,27319,27281,27185,27229,27202,27245
"345",12051," FL","Hendry County",39140,38977,37887,37831,38508,39325,40103,41144,41556
"346",12053," FL","Hernando County",172778,172830,172719,173655,175322,177949,182558,186784,190865
"347",12055," FL","Highlands County",98786,98477,98222,98088,98606,100222,102191,104060,105424
"348",12057," FL","Hillsborough County",1229226,1271110,1281712,1293824,1317571,1348848,1380991,1410115,1436888
"349",12059," FL","Holmes County",19927,19838,19696,19595,19566,19270,19389,19448,19477
"350",12061," FL","Indian River County",138028,139100,140485,141913,144469,147478,151248,154314,157413
"351",12063," FL","Jackson County",49746,49188,49106,48878,48733,48625,48337,48360,48305
"352",12065," FL","Jefferson County",14761,14526,14216,14207,14052,14101,13938,14147,14288
"353",12067," FL","Lafayette County",8870,8801,8796,8822,8869,8734,8763,8623,8732
"354",12069," FL","Lake County",297052,300488,303738,308002,315388,325091,334748,345087,356495
"355",12071," FL","Lee County",618754,631031,644243,659920,677361,699530,722386,739506,754610
"356",12073," FL","Leon County",275487,278334,283609,281893,283785,285997,286977,291247,292502
"357",12075," FL","Levy County",40801,40151,39826,39437,39302,39599,39829,40306,40770
"358",12077," FL","Liberty County",8365,8261,8298,8358,8414,8408,8302,8242,8457
"359",12079," FL","Madison County",19224,19131,18975,18761,18602,18474,18299,18465,18529
"360",12081," FL","Manatee County",322833,327549,333886,341933,350972,362587,375402,385450,394855
"361",12083," FL","Marion County",331298,332275,333900,335117,338057,342335,347767,353717,359977
"362",12085," FL","Martin County",146318,147865,148983,151144,153153,155624,158426,159792,160912
"363",12086," FL","Miami-Dade County",2496435,2569856,2602184,2635640,2660389,2688156,2722574,2744878,2761581
"364",12087," FL","Monroe County",73090,73963,74568,75834,76284,76696,76982,76636,75027
"365",12089," FL","Nassau County",73314,74139,74512,75384,76253,77930,80009,82864,85832
"366",12091," FL","Okaloosa County",180822,183088,189761,192697,194633,197839,200260,203684,207269
"367",12093," FL","Okeechobee County",39996,39871,39718,39491,39581,39836,40716,41188,41537
"368",12095," FL","Orange County",1145956,1170526,1202594,1227642,1256908,1290639,1324843,1352933,1380645
"369",12097," FL","Osceola County",268685,278637,288908,299304,311137,323578,337730,352661,367990
"370",12099," FL","Palm Beach County",1320134,1336720,1355058,1376716,1399039,1424685,1451384,1470338,1485941
"371",12101," FL","Pasco County",464697,466428,469641,474388,483465,494919,509929,525021,539630
"372",12103," FL","Pinellas County",916542,918380,921647,928488,936517,947535,960737,969305,975280
"373",12105," FL","Polk County",602095,609943,615486,622712,634520,648758,666236,685830,708009
"374",12107," FL","Putnam County",74364,73639,72912,72362,71968,71935,72378,73385,74163
"375",12109," FL","St. Johns County",190039,196088,202061,209449,217865,226464,234996,243928,254261
"376",12111," FL","St. Lucie County",277789,280420,282974,285370,290146,297442,305837,313400,321128
"377",12113," FL","Santa Rosa County",151372,155722,158189,160389,162669,166231,169892,174069,179349
"378",12115," FL","Sarasota County",379448,382223,386465,389997,396445,404842,413027,419689,426718
"379",12117," FL","Seminole County",422718,426307,430539,435531,441453,448246,455665,462236,467832
"380",12119," FL","Sumter County",93420,97972,101674,106908,112245,117070,121995,124933,128754
"381",12121," FL","Suwannee County",41551,43360,43531,43584,43784,43671,43837,44136,44191
"382",12123," FL","Taylor County",22570,22656,22753,22868,22579,22360,22115,21815,21623
"383",12125," FL","Union County",15535,15299,15258,15162,15260,15274,15252,15469,14940
"384",12127," FL","Volusia County",494593,494421,496537,500474,506786,516918,528747,538180,547538
"385",12129," FL","Wakulla County",30776,30970,30852,30999,31410,31522,31893,32101,32461
"386",12131," FL","Walton County",55043,55590,57186,59186,61183,63048,65410,68275,71375
"387",12133," FL","Washington County",24896,24507,24740,24503,24300,24561,24471,24618,24880
"388",13001," GA","Appling County",18236,18458,18388,18375,18476,18423,18424,18438,18507
"389",13003," GA","Atkinson County",8375,8360,8254,8266,8218,8344,8252,8215,8297
"390",13005," GA","Bacon County",11096,11139,11142,11168,11175,11242,11301,11236,11185
"391",13007," GA","Baker County",3451,3315,3376,3351,3292,3196,3186,3180,3092
"392",13009," GA","Baldwin County",45720,45173,46511,46180,45914,45542,45231,44921,44823
"393",13011," GA","Banks County",18395,18244,18128,18217,18223,18378,18321,18638,18988
"394",13013," GA","Barrow County",69367,69835,70130,71240,72853,74964,76965,78843,80809
"395",13015," GA","Bartow County",100157,100150,100287,100971,101291,102079,103340,104981,106408
"396",13017," GA","Ben Hill County",17634,17566,17580,17429,17430,17334,17216,17001,16787
"397",13019," GA","Berrien County",19286,19377,19162,19059,18815,18975,18972,19113,19252
"398",13021," GA","Bibb County",155547,156160,156610,155036,154333,153948,153180,152892,153095
"399",13023," GA","Bleckley County",13063,13078,12888,12740,12703,12705,12856,12775,12838
"400",13025," GA","Brantley County",18411,18545,18513,18241,18349,18416,18376,18767,18897
"401",13027," GA","Brooks County",16243,15982,15618,15654,15533,15680,15738,15648,15513
"402",13029," GA","Bryan County",30233,31267,32253,33035,33667,34792,35836,37019,38109
"403",13031," GA","Bulloch County",70217,72637,73112,71833,72671,73152,74708,76084,77296
"404",13033," GA","Burke County",23316,23489,23030,22812,22610,22620,22581,22518,22423
"405",13035," GA","Butts County",23655,23580,23413,23194,23314,23494,23709,24042,24193
"406",13037," GA","Calhoun County",6694,6624,6565,6596,6505,6531,6352,6399,6352
"407",13039," GA","Camden County",50513,50297,51341,51403,51918,52470,52438,53067,53677
"408",13043," GA","Candler County",10998,11202,11096,10953,10859,10867,10847,10725,10836
"409",13045," GA","Carroll County",110527,110727,111413,112276,113942,114467,116123,117458,118121
"410",13047," GA","Catoosa County",63942,64756,64868,65228,65477,65799,66294,66503,67420
"411",13049," GA","Charlton County",12171,13454,13350,13109,13052,13234,12838,12822,12968
"412",13051," GA","Chatham County",265128,271590,276134,277631,282197,285959,288633,289260,289195
"413",13053," GA","Chattahoochee County",11267,11261,12270,12254,11709,11067,10088,10285,10684
"414",13055," GA","Chattooga County",26015,25675,25616,25040,24857,24895,24826,24716,24790
"415",13057," GA","Cherokee County",214346,217711,220638,224336,230208,235387,241912,247894,254149
"416",13059," GA","Clarke County",116714,118227,119904,120905,120413,123552,124894,126820,127330
"417",13061," GA","Clay County",3183,3161,3105,3014,3072,3077,3005,2962,2887
"418",13063," GA","Clayton County",259424,261981,265283,264033,266678,272868,279636,284534,289615
"419",13065," GA","Clinch County",6798,6723,6695,6762,6785,6836,6761,6684,6648
"420",13067," GA","Cobb County",688078,696501,706399,716162,727757,739319,748563,752783,756865
"421",13069," GA","Coffee County",42356,43004,43135,43092,42899,43000,42929,42885,43093
"422",13071," GA","Colquitt County",45498,45782,46033,46150,45893,45509,45492,45543,45592
"423",13073," GA","Columbia County",124053,128812,132560,136178,139151,143912,147477,151642,154291
"424",13075," GA","Cook County",17212,17031,16902,17051,17298,17069,17159,17230,17162
"425",13077," GA","Coweta County",127317,129345,130575,132937,135140,138106,140419,143050,145864
"426",13079," GA","Crawford County",12630,12614,12610,12514,12431,12382,12294,12295,12318
"427",13081," GA","Crisp County",23439,23750,23587,23294,23063,22949,22893,22723,22601
"428",13083," GA","Dade County",16633,16591,16509,16448,16282,16157,16220,16249,16226
"429",13085," GA","Dawson County",22330,22290,22464,22683,22978,23312,23608,24324,25083
"430",13087," GA","Decatur County",27842,27649,27446,27398,27178,27055,26683,26674,26575
"431",13089," GA","DeKalb County",691893,698304,710515,717736,725039,734770,747482,752088,756558
"432",13091," GA","Dodge County",21796,21610,21514,21428,21174,21135,20839,20741,20705
"433",13093," GA","Dooly County",14918,14607,14414,14370,14247,14034,13848,13690,13706
"434",13095," GA","Dougherty County",94565,95046,94676,93391,92720,91495,90371,89417,91243
"435",13097," GA","Douglas County",132403,133121,133580,136058,138055,140268,141872,143672,145331
"436",13099," GA","Early County",11008,10788,10639,10537,10447,10452,10292,10304,10247
"437",13101," GA","Echols County",4034,4067,3970,3996,4037,4037,3963,3933,4000
"438",13103," GA","Effingham County",52250,52690,53336,54428,55419,57086,58692,60058,62190
"439",13105," GA","Elbert County",20166,19822,19575,19487,19389,19299,19143,19108,19120
"440",13107," GA","Emanuel County",22598,22492,22737,22634,22486,22477,22419,22501,22612
"441",13109," GA","Evans County",11000,10978,10677,10796,10814,10695,10648,10756,10721
"442",13111," GA","Fannin County",23682,23635,23605,23821,23856,24439,25032,25336,25964
"443",13113," GA","Fayette County",106567,107151,107316,108063,109217,110203,111336,112629,113459
"444",13115," GA","Floyd County",96317,96153,95934,95885,95890,96200,96675,97427,97927
"445",13117," GA","Forsyth County",175511,181812,186825,193852,202659,211228,220311,228588,236612
"446",13119," GA","Franklin County",22084,21967,21914,22043,22176,22262,22292,22815,23023
"447",13121," GA","Fulton County",920581,947410,973236,981562,992022,1005775,1022714,1038884,1050114
"448",13123," GA","Gilmer County",28292,28302,28262,28696,28979,29497,29907,30409,30816
"449",13125," GA","Glascock County",3082,3099,3103,3055,3004,3018,2979,3050,2995
"450",13127," GA","Glynn County",79626,80097,80858,81494,82177,83373,84241,84859,85219
"451",13129," GA","Gordon County",55186,55478,55651,55731,55815,56329,56933,57187,57685
"452",13131," GA","Grady County",25011,25091,25266,25098,25214,25076,24844,24749,24748
"453",13133," GA","Greene County",15994,16051,16120,16248,16424,16644,16896,17220,17698
"454",13135," GA","Gwinnett County",805321,822442,837018,853758,871394,888884,905277,918153,927781
"455",13137," GA","Habersham County",43041,43045,43393,43177,43583,43804,44123,44547,45388
"456",13139," GA","Hall County",179684,182271,184127,186486,189239,192458,196523,199439,202148
"457",13141," GA","Hancock County",9429,9394,9080,8955,8574,8579,8631,8545,8348
"458",13143," GA","Haralson County",28780,28467,28313,28336,28487,28704,28824,29231,29533
"459",13145," GA","Harris County",32024,32309,32575,32539,32742,33159,33632,33943,34475
"460",13147," GA","Hart County",25213,25419,25516,25465,25372,25431,25497,25756,26099
"461",13149," GA","Heard County",11834,11725,11649,11561,11619,11552,11576,11759,11879
"462",13151," GA","Henry County",203922,206950,208061,210086,213047,216571,221188,225508,230220
"463",13153," GA","Houston County",139900,143864,145930,147639,148701,149412,151690,153138,155469
"464",13155," GA","Irwin County",9538,9694,9614,9365,9092,9151,9317,9383,9398
"465",13157," GA","Jackson County",60485,60966,60840,61271,62103,63436,65100,67716,70422
"466",13159," GA","Jasper County",13900,13835,13644,13604,13538,13687,13769,13886,14040
"467",13161," GA","Jeff Davis County",15068,15164,15198,15050,14937,15019,14955,15013,15029
"468",13163," GA","Jefferson County",16930,16779,16358,16251,16130,15927,15760,15613,15430
"469",13165," GA","Jenkins County",8340,8127,9117,9200,9043,8875,8762,8774,8683
"470",13167," GA","Johnson County",9980,9998,10004,9900,9807,9709,9664,9760,9708
"471",13169," GA","Jones County",28669,28733,28619,28572,28650,28446,28577,28453,28616
"472",13171," GA","Lamar County",18317,18158,18028,17924,18187,18240,18500,18636,19000
"473",13173," GA","Lanier County",10078,10474,10461,10408,10365,10266,10427,10433,10340
"474",13175," GA","Laurens County",48434,47907,47862,47760,47599,47513,47302,47353,47325
"475",13177," GA","Lee County",28298,28578,28709,29043,29132,29191,29212,29443,29764
"476",13179," GA","Liberty County",63453,65170,64415,62350,64107,61640,61551,61745,61497
"477",13181," GA","Lincoln County",7996,7871,7762,7733,7644,7719,7856,7861,7915
"478",13183," GA","Long County",14464,15073,15978,16469,17014,17646,18347,18773,18998
"479",13185," GA","Lowndes County",109233,111468,114069,112886,113510,113346,114342,115389,116321
"480",13187," GA","Lumpkin County",29966,30486,30710,30894,31147,31324,31505,32822,32955
"481",13189," GA","McDuffie County",21875,21612,21628,21501,21525,21468,21467,21497,21531
"482",13191," GA","McIntosh County",14333,14223,13882,14027,14065,14033,14058,14102,14340
"483",13193," GA","Macon County",14740,14455,14298,13976,13822,13695,13487,13251,13143
"484",13195," GA","Madison County",28120,28162,28063,28194,28355,28397,28821,29277,29650
"485",13197," GA","Marion County",8742,8701,8672,8580,8633,8556,8465,8414,8351
"486",13199," GA","Meriwether County",21992,21600,21339,21223,21213,21177,21076,21031,21068
"487",13201," GA","Miller County",6125,6071,6004,5899,5943,5843,5873,5833,5686
"488",13205," GA","Mitchell County",23498,23394,23078,22991,22714,22453,22466,22333,22192
"489",13207," GA","Monroe County",26424,26353,26385,26630,26681,26731,26935,27181,27520
"490",13209," GA","Montgomery County",9123,9030,8887,8957,8983,8945,8991,9068,9193
"491",13211," GA","Morgan County",17868,17898,17801,17678,17894,17945,18103,18381,18853
"492",13213," GA","Murray County",39628,39365,39317,39187,39232,39450,39375,39809,39921
"493",13215," GA","Muscogee County",189885,195244,198944,203198,200552,198674,196198,193766,194160
"494",13217," GA","Newton County",99958,100453,100973,102064,103470,104941,106600,107935,109541
"495",13219," GA","Oconee County",32808,33259,33511,34076,35072,35856,36871,38012,39272
"496",13221," GA","Oglethorpe County",14899,14701,14503,14417,14538,14728,14710,14888,15054
"497",13223," GA","Paulding County",142324,143574,144720,146750,148538,151703,155364,159552,164044
"498",13225," GA","Peach County",27695,27659,27643,27040,27024,26855,26775,26881,27297
"499",13227," GA","Pickens County",29431,29416,29286,29414,29834,30158,30661,31526,31980
